pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
TOI-763 c,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.2737,0.1011,2.63,9.32,0.04,800,G,5450,0.9,0.92,0.01,4.45,95.1274,10.265,8.49,9.99915
TOI-776 b,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.24661,0.0652,1.85,4,0.06,514,M1 V,3709,0.54,0.54,-0.2,4.73,27.1701,11.536,7.615,10.7409
TOI-776 c,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.6653,0.1,2.02,5.3,0.04,415,M1 V,3709,0.54,0.54,-0.2,4.73,27.1701,11.536,7.615,10.7409
TOI-813 b,TOI-813,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),83.8911,0.423,6.71,36.4,0,610,G0 IV,5907,1.94,1.32,0.1,3.86,263.145,10.358,9.029,10.2352
TOI-849 b,TOI-849,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.76552414,0.01598,3.444,39.09,0,1932,G,5373.8,0.92,0.93,0.19,4.48,225.734,11.981,10.418,12.0645
TOI-892 b,TOI-892,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.62656,0.092,11.994,301.9385,0.125,1397,F,6261,1.39,1.28,0.24,4.26,340.543,11.43,10.106,11.3435
TOI-942 b,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.32419,0.04796,4.81,826.358,0,1120,K2.5 V,4928,1.02,0.79,-0.221,4.31,152.601,11.982,9.639,11.6346
TrES-1 b,TrES-1,2,1,Transit,2004,TrES,3.03007,0.03925,12.666,266.9772,0,1140,K0 V,5230,0.85,1.04,0.02,4.57,159.658,11.424,9.819,11.5565
TrES-2 b,TrES-2,2,1,Transit,2006,TrES,2.47063,0.03563,15.244,473.5667,0,1466,G0 V,5850,1.12,1.36,-0.15,4.43,215.32,11.254,9.846,11.2819
TrES-3 b,TrES-3,1,1,Transit,2007,TrES,1.30618581,0.02282,14.975,607.03,0,1638,G4 V,5650,0.83,0.93,-0.2,4.57,231.337,12.362,10.608,12.1995
TrES-4 b,TrES-4,2,1,Transit,2007,TrES,3.55395,0.05084,18.046,247.9074,0,1778,F8 V,6200,1.66,1.08,0.14,4.06,515.98,11.932,10.33,11.4731
V1298 Tau b,V1298 Tau,1,4,Transit,2019,K2,24.1396,0.1688,10.27,74.9,0.29,677,K0,4970,1.34,1.1,0.139,4.25,108.199,10.115,8.094,10.0702
V1298 Tau c,V1298 Tau,1,4,Transit,2019,K2,8.24958,0.0825,5.59,26.7,0.43,968,K0,4962.28,1.34,1.1,0.139,4.25,108.199,10.115,8.094,10.0702
V1298 Tau d,V1298 Tau,1,4,Transit,2019,K2,12.4032,0.1083,6.41,33.6,0.21,845,K0,4962.28,1.34,1.1,0.139,4.25,108.199,10.115,8.094,10.0702
V1298 Tau e,V1298 Tau,1,4,Transit,2019,K2,60,0.308,8.74,57,0.57,492,K0,4962.28,1.34,1.1,0.139,4.25,108.199,10.115,8.094,10.0702
WASP-1 b,WASP-1,2,1,Transit,2007,SuperWASP,2.5199454,0.03889,16.623,271.415,0,1812,F7 V,6110,1.47,1.24,0.17,4.21,393.072,11.308,10.276,11.5349
WASP-10 b,WASP-10,1,1,Transit,2008,SuperWASP,3.0927616,0.03781,12.106,1001.12,0.0473,1370,K5 V,4675,0.7,0.75,0.05,4.63,140.998,12.413,9.983,12.1739
WASP-100 b,WASP-100,2,1,Transit,2014,SuperWASP,2.84938,0.04574,14.908,400.4658,0,2190,F2,6900,1.57,0.77,-0.03,4.35,364.411,10.798,9.669,10.6151
WASP-101 b,WASP-101,1,1,Transit,2014,SuperWASP,3.58572,0.05057,16.029,162.0933,0,1560,F6,6380,1.31,1.41,0.2,4.31,201.224,10.336,9.075,10.138
WASP-103 b,WASP-103,1,1,Transit,2014,SuperWASP,0.925542,0.01985,17.127,473.547,0.15,2508,F8 V,6110,1.44,1.22,0.06,4.22,375.647,12.402,10.767,12.1931
WASP-104 b,WASP-104,2,1,Transit,2014,SuperWASP,1.7554137,0.02918,12.745,404.263,0,1516,G8,5475,0.96,1.08,0.32,4.5,185.932,11.779,9.882,11.5931
WASP-105 b,WASP-105,1,1,Transit,2017,SuperWASP-South,7.87288,0.075,10.761,572.094,0,900,K2,5070,0.9,0.89,0.28,4.2,169.272,12.049,9.935,11.8445
WASP-106 b,WASP-106,1,1,Transit,2014,SuperWASP,9.28971,0.0917,11.433,514.8846,0,1140,F9,6055,1.31,0.93,-0.09,4.23,352.181,11.21,10.161,11.3659
WASP-107 b,WASP-107,1,2,Transit,2017,SuperWASP-South,5.7214742,0.055,10.536,30.5,0.06,736,K6,4425,0.67,0.68,0.02,4.63,64.7414,11.592,8.637,11.174
WASP-11 b,WASP-11,3,1,Transit,2008,SuperWASP,3.72247,0.0435,12.442,251.0857,0,992,K3 V,4800,0.89,1.42,0,4.45,124.73,11.567,9.421,11.5535
WASP-113 b,WASP-113,1,1,Transit,2016,SuperWASP-North,4.54216875,0.05885,15.793,150.96925,0,1496,G1,5890,1.61,1.32,0.1,4.2,435.156,11.761,10.311,11.6041
WASP-114 b,WASP-114,2,1,Transit,2016,SuperWASP-North,1.5487743,0.02851,15.009,562.24127,0.012,2043,G0,5940,1.43,1.29,0.14,4.3,523.337,12.685,11.074,12.5227
WASP-117 b,WASP-117,1,1,Transit,2014,SuperWASP,10.02165,0.09459,11.882,95.349,0.3,1001,F9,6040,1.22,1.29,-0.11,4.28,157.963,10.139,8.78,10.0269
WASP-118 b,WASP-118,1,1,Transit,2016,SuperWASP,4.0460435,0.05453,16.141,163.36462,0,1729,F6,6410,1.7,1.32,0.16,4.1,376.658,11.009,9.788,10.9196
WASP-119 b,WASP-119,1,1,Transit,2016,SuperWASP-South,2.49979,0.0363,15.693,390.9309,0.058,1600,G5,5650,1.2,1.02,0.14,4.26,302.448,12.314,10.545,12.1014
WASP-120 b,WASP-120,1,1,Transit,2016,SuperWASP,3.6112706,0.0514,16.511,1541.4755,0.057,1880,F5,6450,1.87,1.39,-0.05,4.04,381.174,10.96,9.877,10.8989
WASP-121 b,WASP-121,1,1,Transit,2016,SuperWASP,1.2749255,0.02544,20.905,375.99289,0,2358,F6 V,6459,1.46,1.35,0.13,4.24,269.898,10.514,9.374,10.3746
WASP-123 b,WASP-123,2,1,Transit,2016,SuperWASP,2.9776412,0.04263,14.773,285.72917,0,1520,G5,5740,1.28,1.17,0.18,4.29,197.996,11.03,9.362001,10.8999
WASP-124 b,WASP-124,1,1,Transit,2016,SuperWASP-South,3.37265,0.0449,13.899,190.698,0.017,1400,F9,6050,1.02,1.07,-0.02,4.44,448.637,12.724,11.31,12.5754
WASP-126 b,WASP-126,1,2,Transit,2016,SuperWASP-South,3.28883,0.0449,10.503,90.3,0.18,1480,G2,5800,1.27,1.12,0.207,4.28,216.526,10.994,9.598,11.0665
WASP-129 b,WASP-129,2,1,Transit,2016,SuperWASP-South,5.748145,0.0628,10.424,317.83,0.096,1100,G1,5900,0.9,1,0.15,4.53,301.462,12.179,10.412,11.8127
WASP-130 b,WASP-130,1,1,Transit,2016,SuperWASP-South,11.55098,0.1012,9.976,390.9309,0,833,G6,5625,0.96,1.04,0.26,4.49,172.256,11.104,9.461,10.9717
WASP-131 b,WASP-131,1,1,Transit,2016,SuperWASP-South,5.322023,0.0607,13.675,85.8141,0,1460,G0,6030,1.53,1.06,-0.18,4.09,200.075,10.068,8.573,9.86708
WASP-132 b,WASP-132,1,1,Transit,2016,SuperWASP-South,7.133521,0.067,9.752,130.3103,0,763,K4,4775,0.74,0.8,0.22,4.61,122.91,11.938,9.674,11.7538
WASP-133 b,WASP-133,1,1,Transit,2016,SuperWASP-South,2.176423,0.0345,13.563,368.6828,0.17,1790,G4,5700,1.44,1.16,0.29,4.18,559.084,12.891,11.18,12.7146
WASP-139 b,WASP-139,2,1,Transit,2016,SuperWASP-South,5.924262,0.062,8.967,37.18611,0,910,K0,5310,0.8,0.92,0.2,4.59,212.472,12.456,10.472,12.2715
WASP-140 b,WASP-140,2,1,Transit,2016,SuperWASP-South,2.2359835,0.0323,16.141,775.5052,0.047,1320,K0,5260,0.87,0.9,0.12,4.51,117.598,11.118,9.165,10.8202
WASP-141 b,WASP-141,1,1,Transit,2016,SuperWASP-South,3.310651,0.0469,13.563,854.9627,0,1540,F9,5900,1.37,1.25,0.29,4.26,516.543,12.65,11.194,12.4822
WASP-142 b,WASP-142,1,1,Transit,2016,SuperWASP-South,2.052868,0.0347,17.15,266.9772,0,2000,F8,6010,1.64,1.33,0.26,4.13,730.933,12.871,11.442,12.7568
WASP-144 b,WASP-144,1,1,Transit,2018,SuperWASP-South,2.2783152,0.0316,9.528,139.8452,0,1260,K2 V,5200,0.81,0.81,0.18,4.53,355.513,13.085,10.897,12.915
WASP-145 A b,WASP-145 A,2,1,Transit,2018,SuperWASP-South,1.7690381,0.0261,10.088,282.8687,0,1200,K2 V,4900,0.68,0.76,-0.04,4.65,91.299,11.636,9.194,11.3583
WASP-147 b,WASP-147,1,1,Transit,2018,SuperWASP-South,4.60273,0.0549,12.498,87.40325,0,1404,G4,5702,1.43,1.04,0.092,4.21,436.098,12.681,10.857,12.1832
WASP-148 b,WASP-148,1,2,Transit,2020,SuperWASP-North,8.80381,0.0845,8.093,92.48853,0.22,940,G,5460,1.03,1,0.11,4.4,246.353,12.036,10.506,12.0845
WASP-148 c,WASP-148,1,2,Radial Velocity,2020,Haute-Provence Observatory,34.516,0.2101,14,127.132,0.359,590,G,5460,1.03,1,0.11,4.4,246.353,12.036,10.506,12.0845
WASP-15 b,WASP-15,1,1,Transit,2009,SuperWASP,3.7521,0.05165,15.805,171.6282,0,1676,F7,6300,1.48,1.18,-0.17,4.35,282.091,10.972,9.693,10.797
WASP-150 b,WASP-150,1,1,Transit,2020,SuperWASP-North,5.644207,0.0694,11.994,2688.8418,0.3775,1460,F8,6218,1.65,1.39,0.156,4.15,527.995,12.026,10.747,11.9151
WASP-151 b,WASP-151,1,1,Transit,2017,SuperWASP-South,4.533471,0.055,12.666,98.5273,0.003,1290,G1,5871,1.14,1.08,0.1,4.35,453.099,12.821,11.187,12.6278
WASP-153 b,WASP-153,1,1,Transit,2017,SuperWASP,3.332609,0.048,17.374,123.9537,0.009,1700,G0,5914,1.73,1.34,0.34,4.1,610.176,12.591,11.051,12.4967
WASP-156 b,WASP-156,1,1,Transit,2017,SuperWASP,3.836169,0.0453,5.717,40.68224,0.007,970,K3,4910,0.76,0.84,0.24,4.6,122.066,11.559,9.339,11.3227
WASP-157 b,WASP-157,1,1,Transit,2016,SuperWASP,3.951623,0.0499,11.19,182.43442,0,1193,G2 V,5772,1.1,1.06,0.25,4.38,334.037,12.397,10.764,12.1818
WASP-158 b,WASP-158,1,1,Transit,2018,SuperWASP-South,3.656333,0.0517,11.994,886.7457,0,1590,F6 V,6350,1.39,1.38,0.24,4.3,524.993,12.044,10.881,12.0911
WASP-159 b,WASP-159,1,1,Transit,2018,SuperWASP-South,3.840401,0.0538,15.468,174.8065,0,1850,F9,6120,2.11,1.41,0.22,3.94,715.383,12.836,11.017,12.2951
WASP-160 B b,WASP-160 B,2,1,Transit,2018,SuperWASP-South,3.7684952,0.0452,12.218,88.35674,0,1119,K0 V,5298,0.87,0.87,0.27,4.5,288.326,13.04,11.055,12.8842
WASP-162 b,WASP-162,1,1,Transit,2018,SuperWASP-South,9.62468,0.0871,11.209,1652.716,0.434,910,K0,5300,1.11,0.95,0.28,4.33,310.841,12.213,10.466,12.0652
WASP-164 b,WASP-164,1,1,Transit,2018,SuperWASP-South,1.7771255,0.02818,12.644,676.9779,0,1610,G2 V,5806,0.93,0.95,-0.01,4.46,327.506,12.603,10.959,12.4679
WASP-165 b,WASP-165,1,1,Transit,2018,SuperWASP-South,3.465509,0.04823,14.123,209.13214,0,1624,G6,5599,1.75,1.25,0.33,3.93,602.236,12.816,11.024,12.5435
WASP-166 b,WASP-166,1,1,Transit,2019,WASP-South,5.44354,0.0641,7.062,32.10083,0,1270,F9 V,6050,1.22,1.19,0.19,4.34,114.173,9.351,8.032,9.257
WASP-168 b,WASP-168,2,1,Transit,2018,SuperWASP-South,4.153658,0.0519,16.814,133.4886,0,1340,F9 V,6000,1.12,1.08,-0.01,4.37,303.941,12.124,10.443,11.7139
WASP-169 b,WASP-169,1,1,Transit,2019,WASP-South,5.6114118,0.0681,14.617,178.30263,0,1604,F8,6110,2.01,1.34,0.06,3.96,627.066,12.167,10.483,11.7206
WASP-17 b,WASP-17,1,1,Transit,2009,SuperWASP,3.73543,0.0515,20.961,247.9074,0,1755,F4,6550,1.49,2.28,-0.25,4.2,405.908,11.588,10.224,11.3803
WASP-171 b,WASP-171,1,1,Transit,2019,WASP-South,3.8186244,0.0504,10.985,344.52772,0,1642,G0,5965,1.64,1.17,0.04,4.08,757.84,12.612,11.104,12.4407
WASP-172 b,WASP-172,1,1,Transit,2018,SuperWASP-South,5.477433,0.0694,17.598,149.3801,0,1740,F1 V,6900,1.91,1.49,-0.1,4.05,538.11,10.988,10.13,11.0099
WASP-173 A b,WASP-173 A,2,1,Transit,2018,SuperWASP-South,1.38665318,0.0248,13.451,1172.7927,0,1880,G3,5800,1.11,1.05,0.16,4.37,232.98,11.15,10.002,11.3975
WASP-175 b,WASP-175,1,1,Transit,2019,WASP-South,3.0652907,0.04403,13.54,314.6517,0,1571,F7,6229,1.2,1.21,0.15,4.36,539.36,12.959,11.471,12.7065
WASP-176 b,WASP-176,1,1,Transit,2020,SuperWASP-North,3.899052,0.0535,16.87,271.74465,0,1721,F9,5941,1.93,1.34,0.164,4,568.42,12.006,10.648,11.9392
WASP-178 b,WASP-178,1,1,Transit,2019,WASP-South,3.3448285,0.0558,20.288,527.5978,0,2470,A1 IV-V,9360,1.67,2.07,0.21,4.31,427.678,9.946,9.703,9.91226
WASP-18 b,WASP-18,2,2,Transit,2009,SuperWASP,0.94124,0.02,13.35,3314.82,0.01,2413,F6 IV-V,6400,1.23,1.22,0.11,4.37,123.483,9.28,8.131,9.16617
WASP-180 A b,WASP-180 A,2,1,Transit,2019,SuperWASP,3.409264,0.048,13.899,286.047,0,1540,F7 V,6600,1.19,1.3,0.1,4.42,253.985,10.655,9.812,10.9134
WASP-182 b,WASP-182,1,1,Transit,2019,WASP-South,3.3769848,0.0451,9.528,47.03884,0,1479,G5,5638,1.34,1.08,0.27,4.22,327.602,11.98,10.431,11.917
WASP-184 b,WASP-184,1,1,Transit,2019,WASP-South,5.1817,0.0627,14.908,181.1631,0,1480,G0 V,6000,1.65,1.23,0.12,4.09,663.231,12.771,11.262,12.5673
WASP-185 b,WASP-185,1,1,Transit,2019,WASP-South,9.38755,0.0904,14.011,311.4734,0.24,1160,G0 V,5900,1.5,1.12,-0.02,4.13,279.35,11.101,9.505,10.8949
WASP-186 b,WASP-186,1,1,Transit,2020,SuperWASP,5.026799,0.06,12.442,1341.2426,0.33,1369,F,6361,1.47,1.22,-0.08,4.19,278.514,10.81,9.532,10.6509
WASP-187 b,WASP-187,1,1,Transit,2020,SuperWASP,5.147878,0.0653,18.383,254.264,0,1760,F,6150,2.83,1.54,0,3.72,371.414,10.295,8.79,10.1318
WASP-19 b,WASP-19,1,1,Transit,2009,SuperWASP,0.78883899,0.01634,15.603,339.76027,0.002,2520,G8 V,5568,1,0.9,0.15,4.45,268.325,12.248,10.481,12.1088
WASP-190 b,WASP-190,1,1,Transit,2019,WASP-South,5.367753,0.0663,12.89,317.83,0,1500,F6 IV-V,6400,1.6,1.35,-0.02,4.17,542.251,11.645,10.65,11.6333
WASP-192 b,WASP-192,1,1,Transit,2019,WASP-South,2.8786765,0.0408,13.787,731.009,0,1620,G0 V,5910,1.32,1.09,0.14,4.24,508.885,12.678,11.137,12.5347
WASP-2 b,WASP-2,2,1,Transit,2007,SuperWASP,2.152175,0.03144,12.117,295.89973,0.0054,1311,K1,5180,0.87,0.9,0.12,4.51,153.242,11.728,9.632,11.5638
WASP-20 b,WASP-20,2,1,Transit,2015,SuperWASP,4.8996284,0.06,16.388,98.841,0,1379,F9,5940,1.39,1.2,-0.008,4.23,211.877,10.675,9.39,10.6503
WASP-21 b,WASP-21,1,1,Transit,2010,SuperWASP,4.322482,0.052,11.99,95.345,0,1340,G3 V,5800,1.06,1.01,-0.22,4.28,258.426,11.59,9.982,11.3987
WASP-22 b,WASP-22,1,1,Transit,2010,SuperWASP,3.53269,0.047,13.787,212.9461,0.02,1502,G1 V,6000,1.24,1.46,-0.05,4.5,317.652,11.99,10.318,11.5821
WASP-28 b,WASP-28,1,1,Transit,2014,SuperWASP,3.40883,0.04469,13.597,288.26,0,1468,F8,6150,1.09,1.02,-0.29,4.37,348.494,12.274,10.732,12.0286
WASP-33 b,WASP-33,2,1,Transit,2010,SuperWASP,1.21987,0.0239,17.856,665.21819,0,2782,A5,7430,1.44,1.5,0.1,4.25,121.944,8.14,7.468,8.07004
WASP-38 b,WASP-38,1,1,Transit,2010,SuperWASP,6.87188,0.07522,13.787,1093.3352,0.03,1250,F8 V,6180,1.52,1.76,-0.02,4.25,136.24,9.391,7.998,9.20974
WASP-4 b,WASP-4,1,1,Transit,2007,SuperWASP,1.33823147,0.0226,14.807,376.94638,0,1673,G8,5400,0.89,0.86,-0.07,4.47,267.206,12.483,10.746,12.3162
WASP-43 b,WASP-43,1,1,Transit,2011,SuperWASP,0.813475,0.0142,10.424,565.714,0,1427,K7 V,4400,0.6,0.58,-0.01,4.49,86.7467,12.305,9.267,11.907
WASP-44 b,WASP-44,1,1,Transit,2011,SuperWASP,2.423804,0.03453,12.33,276.5121,0.068,1337,G8 V,5420,0.91,0.94,-0.003,4.49,364.512,13.096,11.341,12.8964
WASP-45 b,WASP-45,2,1,Transit,2011,SuperWASP,3.126089,0.03963,10.604,306.38812,0.043,1153,K2 V,5150,0.85,0.85,-0.03,4.5,211.196,11.801,10.294,12.0487
WASP-46 b,WASP-46,1,1,Transit,2011,SuperWASP,1.43036763,0.02335,13.159,607.0553,0.022,1636,G6 V,5600,0.86,0.83,-0.3,4.49,375.31,13.043,11.401,12.8519
WASP-49 b,WASP-49,2,1,Transit,2012,SuperWASP,2.78174,0.0379,12.442,117.5971,0,1400,G6 V,5600,0.97,0.92,-0.23,4.5,194.553,11.352,9.749,11.2907
WASP-5 b,WASP-5,1,1,Transit,2008,SuperWASP,1.6284279,0.0267,12.184,502.15,0.038,1706,G5,5700,1.03,0.96,0.09,4.39,309.137,12.147,10.598,11.996
WASP-52 b,WASP-52,1,1,Transit,2012,SuperWASP,1.7497798,0.0272,14.24,146.2,0,1315,K2 V,5000,0.79,0.87,0.03,4.58,174.818,12.192,10.086,11.9537
WASP-54 b,WASP-54,2,1,Transit,2012,SuperWASP,3.69364,0.04988,17.71,187.5197,0.07,1759,F9,6100,1.76,1.08,-0.27,4,251.303,10.413,9.035,10.2441
WASP-56 b,WASP-56,2,1,Transit,2012,SuperWASP,4.6171,0.05614,10.536,143.0235,0,1216,G6,5600,0.96,0.71,0.12,4.5,321.084,12.091,10.532,12.0028
WASP-57 b,WASP-57,1,1,Transit,2012,SuperWASP,2.83891856,0.03769,11.769,204.68252,0.059,1338,G6,5600,0.93,0.89,-0.25,4.45,398.276,12.913,11.244,12.7293
WASP-58 b,WASP-58,2,1,Transit,2012,SuperWASP,5.01718,0.0562,16.029,308.2951,0,1270,G2 V,5800,1.22,1.06,-0.45,4.27,290.404,11.652,10.285,11.6347
WASP-59 b,WASP-59,1,1,Transit,2012,SuperWASP,7.919585,0.0697,8.687,274.276,0.1,670,K5 V,4650,0.61,0.72,-0.15,4.72,115.936,12.659,9.723,12.3142
WASP-60 b,WASP-60,1,1,Transit,2012,SuperWASP,4.305,0.05548,9.864,174.8065,0,1479,G1 V,5900,1.17,1.19,-0.04,4.2,431.052,11.67,10.585,12.0196
WASP-64 b,WASP-64,2,1,Transit,2012,SuperWASP,1.5732918,0.02648,14.247,403.945,0,1689,G7,5400,1.06,1,-0.08,4.39,369.926,12.704,10.956,12.5257
WASP-65 b,WASP-65,1,1,Transit,2013,SuperWASP,2.3114243,0.0334,12.464,492.62,0,1480,G6,5600,1.01,0.93,-0.07,4.4,273.703,11.869,10.346,11.7509
WASP-68 b,WASP-68,2,1,Transit,2014,SuperWASP,5.0843,0.06206,14.796,343.2564,0,1490,G0,5910,1.79,1.49,0.22,4.17,226.399,10.674,8.948,10.4092
WASP-69 b,WASP-69,1,1,Transit,2014,SuperWASP,3.86814,0.04525,12.442,92.1707,0,963,K5,4700,0.86,0.98,0.15,4.5,49.9605,9.873,7.459,9.48466
WASP-70 A b,WASP-70 A,2,1,Transit,2014,SuperWASP,3.7130203,0.04853,13.047,187.512,0,1387,G4,5763,1.22,1.11,-0.006,4.31,222.355,10.786,9.58,11.0323
WASP-71 b,WASP-71,1,1,Transit,2012,SuperWASP,2.90367,0.04622,13.227,441.7837,0,2049,F8,6050,1.82,0.76,0.15,3.9,362.715,10.56,9.32,10.5678
WASP-72 b,WASP-72,1,1,Transit,2012,SuperWASP,2.21673,0.03711,14.46,731.009,0,2210,F7,6250,2.18,2.78,-0.06,4.09,434.754,10.868,9.617,10.8378
WASP-73 b,WASP-73,1,1,Transit,2014,SuperWASP,4.08722,0.05512,15.917,908.9938,0,1790,F9,6030,2.55,2.52,0.14,3.93,316.678,10.468,9.028,10.2607
WASP-74 b,WASP-74,1,1,Transit,2015,SuperWASP,2.13775,0.03443,15.244,228.8376,0,1926,F9,5990,1.42,0.98,0.39,4.39,149.216,9.75,8.221,9.5723
WASP-75 b,WASP-75,2,1,Transit,2013,SuperWASP,2.484193,0.0375,14.235,340.06,0,1710,F9,6100,1.26,1.14,0.07,4.29,294.001,11.591,10.062,11.3347
WASP-76 b,WASP-76,2,1,Transit,2016,SuperWASP,1.809886,0.033,20.512,292.4036,0,2160,F7,6250,1.73,1.46,0.23,4.13,194.459,9.518,8.243,9.39507
WASP-77 A b,WASP-77 A,2,1,Transit,2012,SuperWASP,1.36003,0.02405,15.468,727.8307,0,1674,G8 V,5365,1.09,1.49,-0.34,4.33,105.166,10.294,8.405,10.0966
WASP-8 b,WASP-8,2,2,Transit,2010,SuperWASP,8.15872,0.0801,12.666,807.2882,0.31,950,G8 V,5600,1.03,1.34,0.17,4.5,89.9606,9.789,8.086,9.61249
WASP-80 b,WASP-80,1,1,Transit,2012,SuperWASP,3.06785234,0.0344,11.198,170.99254,0.002,825,K7-M0 V,4143,0.59,0.58,-0.13,4.66,49.7876,11.841,8.351,11.273
WASP-82 b,WASP-82,1,1,Transit,2015,SuperWASP,2.70579,0.0447,18.159,371.8611,0,2190,F5,6480,2.1,1.48,0.12,3.96,275.664,10.073,8.759,9.89796
WASP-83 b,WASP-83,1,1,Transit,2015,SuperWASP,4.971252,0.059,11.657,95.349,0,1120,G8,5510,1.05,1.11,0.29,4.44,271.103,12.312,10.393,12.0084
WASP-84 b,WASP-84,1,1,Transit,2014,SuperWASP,8.5234865,0.0771,10.559,220.565,0,797,K0,5314,0.75,0.84,0,4.4,100.588,10.825,8.855,10.5745
WASP-85 A b,WASP-85 A,2,1,Transit,2016,K2,2.6556777,0.039,13.899,402.05495,0,1452,G5 V,6112,0.94,1.09,0.118,4.5,141.887,10.72,8.733,10.6241
WASP-88 b,WASP-88,1,1,Transit,2014,SuperWASP,4.954,0.06431,16.365,133.4886,0,1772,F6,6430,1.8,0.94,-0.08,3.96,523.756,11.388,10.322,11.478
WASP-89 b,WASP-89,1,1,Transit,2015,SuperWASP,3.3564227,0.0427,11.657,1875.197,0.193,1120,K3,5130,0.88,0.92,0.15,4.51,290.946,13.21,11.004,12.989
WASP-90 b,WASP-90,1,1,Transit,2016,SuperWASP,3.916243,0.0562,18.271,200.2329,0,1840,F6,6430,1.98,1.55,0.11,4.03,466.433,11.618,10.248,11.4559
WASP-91 b,WASP-91,1,1,Transit,2017,SuperWASP-South,2.798581,0.037,11.545,425.8922,0,1160,K3,4920,0.86,0.84,0.19,4.3,149.942,11.98,9.712,11.6236
WASP-92 b,WASP-92,1,1,Transit,2016,SuperWASP,2.1746742,0.0348,16.376,255.85315,0,1871,F7,6280,1.34,1.19,0,4.26,575.889,12.951,11.519,12.8183
WASP-93 b,WASP-93,1,1,Transit,2016,SuperWASP,2.7325321,0.04211,17.901,467.2101,0,1942,F4,6700,1.52,1.33,0.07,4.2,370.284,10.966,9.942,10.978
WASP-94 A b,WASP-94 A,2,2,Transit,2014,SuperWASP,3.95019,0.055,17.71,158.915,0,1604,F8,6170,1.48,1.67,0.26,4.27,211.211,10.051,8.874,10.0285
WASP-95 b,WASP-95,1,1,Transit,2014,SuperWASP,2.18467,0.03416,13.787,457.6752,0,1570,G2,5830,1.23,1.46,0.14,4.36,137.544,10.092,8.564,9.93697
WASP-96 b,WASP-96,1,1,Transit,2014,SuperWASP,3.4252602,0.0453,13.45,152.55,0,1285,G8,5540,1.05,1.06,0.14,4.42,352.464,12.569,10.914,12.3833
WASP-97 b,WASP-97,1,1,Transit,2014,SuperWASP,2.07276,0.03303,12.778,432.2488,0,1555,G5,5640,1.08,1.18,0.23,4.45,151.068,10.57,9.03,10.4238
WASP-98 b,WASP-98,2,1,Transit,2014,SuperWASP,2.96264036,0.03762,12.823,293.03926,0.07,1171,G7,5473,0.74,0.81,-0.49,4.61,281.742,13.252,11.284,12.8678
WASP-99 b,WASP-99,1,1,Transit,2014,SuperWASP,5.75251,0.0717,11.433,772.3269,0,1480,F8,6150,1.64,1.21,0.21,4.3,158.66,9.475,8.088,9.3251
WTS-1 b,WTS-1,1,1,Transit,2012,United Kingdom Infrared Telescope,3.352057,0.047,16.7,1274.44,0.1,1500,F6 V,6250,1.15,1.2,-0.5,4.4,2346.01,16.644,15.271,16.4299
WTS-2 b,WTS-2,1,1,Transit,2014,United Kingdom Infrared Telescope,1.0187068,0.01855,15.278,355.9696,0,2000,K2 V,5000,0.75,0.82,0.2,4.6,1030.768344,15.954,13.414,15.5965
XO-1 b,XO-1,1,1,Transit,2006,XO,3.94153,0.0488,12.778,263.7989,0,1210,G1 V,5750,0.88,0.88,0.02,4.51,163.553,11.251,9.527,11.004
XO-2 N b,XO-2 N,2,3,Transit,2007,XO,2.61586178,0.0368,11.131,179.89178,0.028,1328,K0 V,5340,0.99,0.97,0.43,4.43,154.273,11.246,9.308,10.9718
XO-3 b,XO-3,1,1,Transit,2007,XO,3.19154,0.04529,15.805,2316.9807,0.29,1729,F5 V,6429,1.54,0.58,-0.18,3.95,213.053,9.854,8.791,9.73889
XO-4 b,XO-4,1,1,Transit,2008,XO,4.12508,0.05524,14.011,451.3186,0,1630,F5 V,6397,1.45,1.1,-0.04,4.18,272.655,10.814,9.406,10.5131
XO-5 b,XO-5,1,1,Transit,2008,XO,4.1877558,0.0515,12.78,378.2,0,1230,G8 V,5430,1.13,1.04,0.05,4.35,276.211,12.198,10.345,11.9498
XO-6 b,XO-6,1,1,Transit,2016,XO,3.7650007,0.0815,23.203,1398.452,0,1577,F5,6720,1.93,1.47,-0.07,4.04,235.479,10.247,9.246,10.191
XO-7 b,XO-7,1,1,Transit,2019,XO,2.8641424,0.04421,15.39,225.34147,0.038,1743,G0 V,6250,1.48,1.41,0.432,4.25,234.149,10.521,9.241,10.4575
bet Pic b,bet Pic,1,2,Imaging,2008,Paranal Observatory,7665,9.1,18.495,3496.13,0.08,1612,A5V,8038.68,1.54,1.76,-0.21,4.35,19.7442,3.85,3.526,3.82015
